frame,secondsSinceCut,released,moving,maxDropCm,meanDropCm,maxDisplacementCm,belowGround,realMsSinceLastFrame
454,7.5500,1436,9,465.488,356.108,733.881,0,45.34
455,7.5667,1436,9,465.488,356.108,733.881,0,40.54
456,7.5833,1436,5,465.487,356.108,733.881,0,32.37
457,7.6000,1436,9,465.493,356.108,733.881,0,37.44
458,7.6167,1436,8,465.487,356.108,733.881,0,26.82
459,7.6333,1436,10,465.487,356.108,733.881,0,28.20
460,7.6500,1436,9,465.488,356.108,733.881,0,29.50
461,7.6667,1436,9,465.488,356.108,733.881,0,28.64
462,7.6833,1436,9,465.488,356.108,733.881,0,27.39
463,7.7000,1436,6,465.487,356.108,733.881,0,29.34
464,7.7167,1436,11,465.490,356.108,733.881,0,30.85
465,7.7333,1436,9,465.486,356.108,733.881,0,27.51
466,7.7500,1436,9,465.493,356.108,733.881,0,27.84
467,7.7667,1436,9,465.490,356.108,733.881,0,30.37
468,7.7833,1436,10,465.488,356.108,733.881,0,30.62
469,7.8000,1436,11,465.488,356.108,733.881,0,34.17
470,7.8167,1436,6,465.492,356.108,733.881,0,27.65
471,7.8333,1436,8,465.487,356.108,733.881,0,26.70
472,7.8500,1436,6,465.491,356.108,733.881,0,32.04
473,7.8667,1436,9,465.491,356.108,733.881,0,26.74
474,7.8833,1436,11,465.489,356.108,733.881,0,26.71
475,7.9000,1436,9,465.487,356.108,733.881,0,29.75
476,7.9167,1436,8,465.490,356.108,733.881,0,26.98
477,7.9333,1436,5,465.488,356.108,733.881,0,26.07
478,7.9500,1436,9,465.493,356.108,733.881,0,27.22
479,7.9667,1436,9,465.487,356.108,733.881,0,31.86
480,7.9833,1436,9,465.489,356.109,733.881,0,27.92
